name,gene,#chr,start,end,AF,rare,cases_0,cases_1,cases_2,controls_0,controls_1,controls_2,midpoint,AF_cases,AF_controls,p,coeff
PedSV.v2.0_DUP_chr2_980,ALK,chr2,28693936,28694021,0.0017353600123897,True,477,2,0,2136,9,1,28693978.5,0.0020876826722338203,0.0025629077353215286,0.5722592110310191,-0.41348958761745863
PedSV.v2.0_DEL_chr2_2534,ALK,chr2,28718142,28718224,0.0009399860282428,True,477,2,0,2142,4,0,28718183.0,0.0020876826722338203,0.0009319664492078285,0.24327407037252113,1.05820347517637
PedSV.v2.0_DUP_chr2_981,ALK,chr2,28725522,28725714,7.230659684864804e-05,True,479,0,0,2146,0,0,28725618.0,0.0,0.0,1.0,0.0
PedSV.v2.0_INS_chr2_822,ALK,chr2,28750563,28750563,0.0002169829967897,True,479,0,0,2145,1,0,28750563.0,0.0,0.00023299161230195712,0.9203574286767265,-7.961634273332445
PedSV.v2.0_DEL_chr2_2536,ALK,chr2,28762877,28763451,7.249529880937189e-05,True,477,0,0,2135,1,0,28763164.0,0.0,0.00023408239700374532,0.8639368190355187,-1.9462273037891358
PedSV.v2.0_DEL_chr2_2539,ALK,chr2,28800153,28800249,7.234839722514153e-05,True,476,1,0,2146,0,0,28800201.0,0.0010482180293501049,0.0,0.8351544386467495,8.631057579940178
PedSV.v2.0_DEL_chr2_2543,ALK,chr2,28841032,28841947,7.230659684864804e-05,True,479,0,0,2146,0,0,28841489.5,0.0,0.0,1.0,0.0
PedSV.v2.0_DEL_chr2_2544,ALK,chr2,28850858,28855418,7.230659684864804e-05,True,479,0,0,2145,1,0,28853138.0,0.0,0.00023299161230195712,0.9191544299966093,-8.177677681077883
PedSV.v2.0_DEL_chr2_2546,ALK,chr2,28852104,28852314,0.0003057169960811,True,470,0,0,2013,1,0,28852209.0,0.0,0.00024826216484607745,0.9038850642787847,-2.044670996592284
PedSV.v2.0_DEL_chr2_2547,ALK,chr2,28852655,28856085,0.0001446130045223,True,479,0,0,2144,2,0,28854370.0,0.0,0.00046598322460391424,0.6304729164627859,-3.422655264895561
PedSV.v2.0_DEL_chr2_2548,ALK,chr2,28854715,28854777,0.0003615329915191,True,479,0,0,2145,1,0,28854746.0,0.0,0.00023299161230195712,0.9388119350976494,-7.7531580169083
PedSV.v2.0_DUP_chr2_982,ALK,chr2,28857579,28857677,0.0002892260090447,True,479,0,0,2144,2,0,28857628.0,0.0,0.00046598322460391424,0.7617496206291214,-2.4675859434109113
PedSV.v2.0_DEL_chr2_2550,ALK,chr2,28862506,28864408,0.0007230659830383,True,479,0,0,2146,0,0,28863457.0,0.0,0.0,1.0,0.0
PedSV.v2.0_DEL_chr2_2552,ALK,chr2,28874575,28875434,7.230659684864804e-05,True,479,0,0,2145,1,0,28875004.5,0.0,0.00023299161230195712,0.7943866400968348,-1.9913779369159998
PedSV.v2.0_DEL_chr2_2553,ALK,chr2,28874720,28881889,0.0016635300125926,True,474,4,0,2136,10,0,28878304.5,0.0041841004184100415,0.002329916123019571,0.23078376009986934,0.739448669261836
PedSV.v2.0_DUP_chr2_984,ALK,chr2,28882564,28884019,7.41399999242276e-05,True,476,0,0,2073,1,0,28883291.5,0.0,0.00024108003857280618,0.7714282879223816,-2.1771235111404326
PedSV.v2.0_DEL_chr2_2554,ALK,chr2,28883791,28894374,0.0004338390135671,True,478,1,0,2146,0,0,28889082.5,0.0010438413361169101,0.0,0.7531068684564384,15.480645245519433
PedSV.v2.0_DEL_chr2_2555,ALK,chr2,28892838,28893808,7.230659684864804e-05,True,479,0,0,2146,0,0,28893323.0,0.0,0.0,1.0,0.0
PedSV.v2.0_DUP_chr2_985,ALK,chr2,28895370,28895579,7.230659684864804e-05,True,479,0,0,2145,1,0,28895474.5,0.0,0.00023299161230195712,0.7899338162004086,-2.124039135370873
PedSV.v2.0_INS_chr2_824,ALK,chr2,28908217,28908217,7.230659684864804e-05,True,479,0,0,2145,1,0,28908217.0,0.0,0.00023299161230195712,0.9282006285187865,-7.062378180306696
PedSV.v2.0_INS_chr2_825,ALK,chr2,28914635,28914635,0.0002169829967897,True,478,0,0,2146,0,0,28914635.0,0.0,0.0,,0.0
PedSV.v2.0_DEL_chr2_2563,ALK,chr2,28926464,28929576,0.0003621609939727,True,478,0,0,2141,2,0,28928020.0,0.0,0.0004666355576294914,0.7693041714821988,-3.842702165766109
PedSV.v2.0_INS_chr2_826,ALK,chr2,28951816,28951816,0.0002892680058721,True,477,1,0,2143,3,0,28951816.0,0.0010460251046025104,0.0006989748369058714,0.6347726938362472,0.5592594123206597
PedSV.v2.0_DEL_chr2_2567,ALK,chr2,28969273,28969331,7.230659684864804e-05,True,479,0,0,2146,0,0,28969302.0,0.0,0.0,1.0,0.0
PedSV.v2.0_INS_chr2_827,ALK,chr2,28973383,28973383,0.0326053984463214,False,422,34,0,1910,114,0,28973383.0,0.03728070175438596,0.02816205533596838,0.03145352528548108,0.46827655127886264
PedSV.v2.0_DUP_chr2_988,ALK,chr2,28983101,28983236,0.087924800813198,False,448,31,0,1742,404,0,28983168.5,0.032359081419624215,0.09412861136999068,6.0672672477999194e-09,-1.1437475787718854
PedSV.v2.0_DEL_chr2_2569,ALK,chr2,28985105,28989661,0.0005061459960415,True,479,0,0,2144,2,0,28987383.0,0.0,0.00046598322460391424,0.6549490158931046,-3.932136010145709
PedSV.v2.0_DEL_chr2_2570,ALK,chr2,28985451,28986111,7.232750067487359e-05,True,479,0,0,2143,1,0,28985781.0,0.0,0.0002332089552238806,0.8519318157533053,-1.9299266697645656
PedSV.v2.0_DUP_chr2_990,ALK,chr2,29005153,29006126,0.0002170450025005,True,479,0,0,2145,0,0,29005639.5,0.0,0.0,1.0,0.0
PedSV.v2.0_DEL_chr2_2571,ALK,chr2,29005311,29005410,0.0002208480000263,True,475,0,0,2089,0,0,29005360.5,0.0,0.0,,0.0
